model,split,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,n_records,selected_by_split,n_train_records,n_features_after_preprocessing,mp_lower,mp_upper,mp_signal_components,mp_bulk_components,mp_signal_variance_fraction,pca_plus_plus_truncation_rank,pca_plus_plus_regularization,view_feature_dropout,view_noise_scale,pca_plus_plus_view_source,representation,pca_plus_plus_mean_generalized_eigenvalue,pca_plus_plus_min_generalized_eigenvalue,pca_plus_plus_max_generalized_eigenvalue
xgboost,validation,0.8471575023299162,0.8492328923811419,0.891681109185442,0.8352272727272727,0.8625314333612741,0.9227861512120265,2146,validation,17084,594,0.5768318637177001,1.2268952448658446,60,534,0.8606317801290769,,,,,,original_features,,,
xgboost,test,0.8151065801668211,0.818284299231224,0.8711656441717791,0.797752808988764,0.8328445747800587,0.9097198755315254,2158,validation,17084,594,0.5768318637177001,1.2268952448658446,60,534,0.8606317801290769,,,,,,original_features,,,
xgboost,validation,0.8047530288909599,0.8066530023586915,0.8556430446194225,0.7938311688311688,0.8235789473684211,0.894674116911535,2146,validation,17084,594,0.5768318637177001,1.2268952448658446,60,534,0.8606317801290769,,,,,,mp_outlier_scores,,,
xgboost,test,0.7919369786839666,0.7939582101320717,0.8468233246301131,0.7808988764044944,0.812526096033403,0.8838766508969053,2158,validation,17084,594,0.5768318637177001,1.2268952448658446,60,534,0.8606317801290769,,,,,,mp_outlier_scores,,,
xgboost,validation,0.82618825722274,0.827298658671744,0.8699397071490095,0.8198051948051948,0.844128708733807,0.9080598695615106,2146,validation,17084,594,0.5768318637177001,1.2268952448658446,60,534,0.8606317801290769,,,,,,mp_outlier_reconstruction,,,
xgboost,test,0.809082483781279,0.8111571062487679,0.8613518197573656,0.797752808988764,0.8283333333333334,0.895681971783391,2158,validation,17084,594,0.5768318637177001,1.2268952448658446,60,534,0.8606317801290769,,,,,,mp_outlier_reconstruction,,,
xgboost,validation,0.8136067101584343,0.8153524538918412,0.8623693379790941,0.8035714285714286,0.8319327731092437,0.8964955312739775,2146,validation,17084,594,0.5768318637177001,1.2268952448658446,60,534,0.8606317801290769,99.0,1e-06,,,ecg_half_segments,pca_plus_plus_scores,0.8712036064566819,0.656726427260235,0.9994839220572882
xgboost,test,0.8100092678405931,0.8113718284475233,0.8591065292096219,0.8025682182985554,0.8298755186721992,0.8937741122469093,2158,validation,17084,594,0.5768318637177001,1.2268952448658446,60,534,0.8606317801290769,99.0,1e-06,,,ecg_half_segments,pca_plus_plus_scores,0.8712036064566819,0.656726427260235,0.9994839220572882
