n_samples,n_features,aspect_ratio_p_over_n,mp_lower,mp_upper,n_components,n_signal_components,signal_variance_fraction,bulk_variance_fraction,top_eigenvalue,spectral_entropy,effective_rank,mp_backend
17084,594,0.03476937485366425,0.6618384168806676,1.4077003328266608,594,60,0.7690408748572078,0.23095912514279174,73.4690467105373,4.434135287546525,84.27921608254178,scikit-rmt
